agence;ville;prix;surface;url;description;images;coordonnees;disponibilite;publication
Sergic;07_0688_02_0027;Lille;755;46;https://www.sergic.com/annonces-immobilieres/location-2-pieces-46-59800-lille-07-0688-02-0027/; Lille secteur Saint-Maurice, à proximité des transports en communs, des grands axes et des commerces. Nous vous proposons à la location ce beau type 2 rénové dans une résidence sécurisée avec concierge. Il vous offre un hall d’entrée, un grand séjour donnant accès à un balcon à l’arrière de la résidence, une belle chambre avec volet roulant, une cuisine séparée et équipée (plaques, four, hotte), une arrière cuisine avant branchement machine à laver, une salle de douche et WC séparés. Vous bénéficiez également d’une cave et d’un garage en supplément à 50,00 EUROS. Loyer : 605 + 150 de charges + 50 de parking soit un total de 805 EUROS Le chauffage est compris dans les charges. Zone soumise à l’encadrement des loyers. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/e37b37ade466aa9633e2f0643dc6a51e.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/8970db2f1c8f340dc8fedbf32ca06a45.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/20962867d6b6336dbb1a1da3399adfc9.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/8436819a3aac6385a0fba4c0750b7aff.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/0b9a7b645f4bc7c00a4448a8bbd8a83a.jpg'];['50.6438872', '3.0873495'];20230825;
Sergic;07_0342_01_0115;Lille;665;45;https://www.sergic.com/annonces-immobilieres/location-2-pieces-45-59000-lille-07-0342-01-0115/; Situé dans le secteur de Moulins, à proximité de la Fac de droit et du métro, ce bel appartement vous offre un beau séjour avec placard, une cuisine équipée comprenant, hotte, plaques de cuissons, frigo et four (éléments non contractuels), une chambre, salle de bains avec baignoire et wc. Le Chauffage est électrique individuel. Le bien dispose également d’une place de parking aérien et d’une cave. Appartement refait a neuf !A visiter sans tarder ! Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/bad9729aceefd2ef27754b2faf6f9ced.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/19843e2d715837720965287e69b5f019.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/65af3d6a501aef39375ffc3f6a1e6a08.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/24f5f15e90647a45c5f83a4a1d71a667.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/2979466b6a6753faaafd61a9bb5598b9.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/017ea83c54619c72087821b5b8f57a57.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/7849bfd4d48ab28320b57bb782ed1800.jpg'];['50.6206409064', '3.0714190602'];20230811;
Sergic;16_0536_01_0021;Lille;648;45;https://www.sergic.com/annonces-immobilieres/location-2-pieces-45-59000-lille-16-0536-01-0021/; Dans une Résidence neuve, face au futur square Van Dyck, dans un cadre qualitatif, sur le site des anciens bains douches, dans le quartier de Wazemmes. A proximité des commerces, des transports en communs et des axes autoroutiers. Ce très bel appartement de type 2, de 45,50 m², vous séduira par son séjour parqueté spacieux de 24 m², avec une cuisine ouverte équipée (four, plaque vitro et lave vaisselle), un balcon une salle de douche et des wc séparés. Le chauffage est individuel gaz. Un place de parking complète ce bien. Disponibilité au 15/11/2020. Possibilité de louer sur plan. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/05a0b57342980ebd46955038be37d8c1.jpg'];['50.6208071', '3.049841'];20230919;
Sergic;07_ES_854_001;Lille;567;37;https://www.sergic.com/annonces-immobilieres/location-2-pieces-37-59000-lille-07-es-854-001-2/; cuisine équipée salle de bain placards                                                      double vitrage parquet menuiseries PVC Réference à communiquer   07/ES/854/001 ;['https://www.sergic.com/wp-content/uploads/2023/08/6faaaf0418b80b873a284d679ecb53f1.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/7058d6c24da81c3be36a6089a73ba9b7.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/248cfeffccfae9847f0293bbd7e9d908.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/4270ef413e26ae95f1c43377b2fa574b.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/208af22b89d69d63535ad08bc2be3e80.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/e40f6f3a35c5d63d8134b1efa4fdaf9d.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/b5ffbf96bf7d7892d2d680cc0e2d3c2b.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/a5a84cb1b347663b75f83d2a111fc496.jpg'];['50.6221133', '3.0364074'];20230901;
Sergic;14_0644_02_0147;La Madeleine;730;47;https://www.sergic.com/annonces-immobilieres/location-2-pieces-47-59110-la-madeleine-14-0644-02-0147/; Secteur Nouvelle Madeleine, à deux pas des commerces et des transports. Nous vous proposons à la location ce beau type 2 au 1er étage d’une résidence récente. L’appartement vous offre un hall d’entrée, un séjour lumineux exposé SUD-EST avec une cuisine et semi équipée (plaque de cuisson et arrivée d’eau pour lave-vaisselle), une petite loggia, une chambre, une salle de bain avec wc et une arrivée d’eau pour lave-linge. Vous bénéficierez également d’un emplacement de parking. Le chauffage, l’eau chaude et l’eau froide sont compris dans les provisions pour charges. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/15e24a5b98e8582389bd414863a66589.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/f6f1f29aacc199002fd4ed49dbaaf76a.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/a9d31e4cd74da05cf2f285fcf93b4414.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/31cc4885dd6ace85cc1cb605af5d62fa.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/12741da7d73a44548858d1180d6858ff.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/e00d0b9c2809a6f3108c701e8949599e.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/dc568363dbbe3467756a45f2ea017eae.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/4f9325937b58839ff2930b24a201457a.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/def732ba8c0367f0047231a3db3015c0.jpg'];['50.6503388', '3.0704477'];20230825;
Sergic;07_0239_01_0003;Lille;722;43;https://www.sergic.com/annonces-immobilieres/location-2-pieces-43-59000-lille-07-0239-01-0003/; Boulevard Bigo Danel, à deux pas du métro Cormontaigne. Nous vous propospons à la location ce beau type 2, dans une résidence de standing.ce logement vous offre un grand séjour donnant sur une terrasse privative de 15 m², une cuisine ouverte et équipée, une chambre avec de très grand placards, une salle de bains avec baignoire, les wc séparés. Le chauffage électrique est individuel. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/6caaabb3774f5dd91211322bc267c281.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/cc03cf346093d075985e61a3019bee2a.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/4adad795a7e54e375071bc3bfbda46c1.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/875b44d95eb86eb3b3df56784b8ddce9.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/776ebd172ebe2d311d67b63df12d360d.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/9976187fdfbfd2510bedc8067cfbbb84.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/120dc97d9c1153d6c1cee143a361c116.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/8ea1e1d52d3c4569793adfc1b1ef75c6.jpg'];['50.6267522375', '3.0409221649'];20230910;
Sergic;19_0353_02_0003;Lille;507;24;https://www.sergic.com/annonces-immobilieres/location-2-pieces-24-59800-lille-19-0353-02-0003/; Lille secteur Port deLille à proximité des grandes écoles, des commerces et des transports. Nous vous proposons ce type 1 bis vous offrant un séjour, une cuisine ouverte et équipée, un espace chambre, une salle de bain. Le chauffage est électrique individuel. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/afcdde9572f6384cf2415cbd3eff550f.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/67380bd4894c064b9d74cd20bc8dc3f1.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/9a355d563cc8700ed46cce3a2c5b1128.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/d40b37de0bf2b15b5150bc64cfaf2de9.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/f9378e6be6322e11e61dc8f06084a149.jpg'];['50.632628293', '3.0403473377'];20230905;
Sergic;14_0498_01_0311;Lille;833;54;https://www.sergic.com/annonces-immobilieres/location-2-pieces-54-59800-lille-14-0498-01-0311/; Dans une résidence récente située au cœur du Vieux Lille, nous vous proposons ce bel appartement au 1er étage offrant un hall d’entrée avec placard, un séjour lumineux avec accès au balcon, une cuisine séparée et aménagée avec une arrivée d’eau pour machine à laver, une chambre avec placard, une salle de bains et des wc séparés. Le chauffage est électrique individuel. Le bien dispose d’une place de parking en sous-sol sécurisée. Les provisions pour charges comprennent l’eau froide et font l’objet d’une régularisation annuelle. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/4d126811a88bdcac915b9c0950c9a7a6.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/ce4d59b19576e3ac091c890459acf609.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/33d4258e8186fd2e045f25d62d88aa89.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/961739a7b431e38457d10e800e3bdc07.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/812fa7fd6fbd34bbee9b8f650b30dae8.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/979637482d349521300965d51b91fb81.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/961242962c3e2c524adca1b95c124ec9.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/57e7f70058eb727d72fdb357dc4dcdee.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/27c5a52df9e2c32d30d872395c8c5b41.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/49ba409d76bd266e5da985617e61689e.jpg'];['50.6481666565', '3.0589556694'];20230715;
Sergic;15_0685_01_0003;Lille;509;32;https://www.sergic.com/annonces-immobilieres/location-2-pieces-32-59000-lille-15-0685-01-0003/; A proximité de la faculté de droit et de sport, métro porte de Douai, vous découvrirez ce bel appartement lumineux dans une charmante maison rénovée. Il vous offre, une entrée ouverte sur le séjour lumineux, un coin kitchenette, une grande mezzanine, une salle de bains avec baignoire et vasque, des wc. Le chauffage est individuel électrique. Faites votre demande de visite et chargez votre dossier sur notre site sergic.com. Dès que votre dossier sera validé par nos services, nous prendrons contact avec vous pour organiser une visite ! Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/5117bbeaf2d17e16eb5d993a5798b384.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/86f4115207c4ce9287c5fb21228ac26e.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/86daa34696c790ba020e08d911f714e3.jpg', 'https://a56796f4aec2122b723ebcddf24c1056-jpg', 'https://e834e751d3fe565f027e6015045c96cd-jpg', 'https://93949e5a7f6f4d4318cc83c555a9c9cc-jpg', 'https://cd0447f7588362ed4ff338a1e4dda262-jpg', 'https://707ac61a86606a3c124194c2f09c15a7-jpg', 'https://0b85acdfe4e29f6dbcb7c5a9169e210e-jpg', 'https://794dadc0838ef48e6b4d7409397b9a9b-jpg', 'https://62b0e782e1ddbfc9564c68fac70befde-jpg'];['50.6103603528', '3.0733923912'];20230705;
Sergic;07_0818_01_0026;Lille;596;36;https://www.sergic.com/annonces-immobilieres/location-2-pieces-36-59800-lille-07-0818-01-0026/; Disponible le 19/09. Au cœur de Lille, à côté de la mairie et du parc Jean Baptiste Lebas, découvrez ce T2 situé au 5é étage avec ascenseur d’une résidence sécurisée. Il offre une entrée avec placard, une pièce de vie lumineuse ouverte sur une cuisine équipée d’une plaque de cuisson électrique et d’un branchement pour lave linge ou lave vaisselle. La chambre parquetée est équipée d’une fenêtre oscillo battant avec volet roulant. La salle de bain et le wc sont séparés. Logement calme donnant sur l’arrière de la résidence et proche de toutes commodités tels que Carrefour City, le métro Mairie de Lille ou Lille Grand Palais. N’attendez plus et déposez votre dossier en ligne sur sergic.com pour visiter ce bien, ou contactez moi au 06 74 63 13 13 Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/42d24fc731a7e9c7f79eba361cac2111.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/bc484768e94cd231b71c43eb4bad3cab.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/1386e93d808d4735d5ae8eb9bddecda1.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/6f32850b749c69e6c5e687ce46655c00.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/2d6d3e3680bc63284d2a72d8fe928248.jpg'];['50.6289627', '3.0697631'];20230919;
Sergic;14_0384_01_0055;La Madeleine;655;50;https://www.sergic.com/annonces-immobilieres/location-2-pieces-50-59110-la-madeleine-14-0384-01-0055/; La Nouvelle Madeleine, à proximité du bus et des commerces, dans une résidence sécurisée avec un ascenseur, vous découvrirez cet appartement offrant une entrée, un séjour ouvert sur le balcon, une cuisine, une chambre, une salle de bains ainsi que des wc. Les provisions pour charges comprennent l’eau chaude, l’eau froide et le chauffage et font l’objet d’une régularisation annuelle. Vous bénéficierez d’une place de parking en sous-sol. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://aa7c526fe80383993d510b92bd85574c-jpg', 'https://e23dd2d8d363f05fc4667ec9fe233184-jpg', 'https://e77c3a8afb3d2017009f1f78264696ee-jpg', 'https://078088c9ed3b821adc0bb84d7c6e533a-jpg', 'https://2120ee197dc460438bbad3a94644d894-jpg', 'https://5a9a0ec62eafba65e7d3497ae3374547-jpg', 'https://766e18beb81139efe02c7f726e025c3e-jpg', 'https://5b1bb96e07404766d93e5215e70ea906-jpg'];['50.652963774', '3.0671918392'];20230823;
Sergic;07_1103_01_0042;Lille;830;42;https://www.sergic.com/annonces-immobilieres/location-2-pieces-42-59800-lille-07-1103-01-0042/; A DEUX PAS DE LA GARE LILLE EUROPE. Venez découvrir ce type 2 entièrement meublé. Le logement vous propose une cuisine équipée, une salon/séjour donnant sur un balcon, une chambre avec salle de bain attenante ainsi que des WC séparés. Le logement dispose également d’un garage. A VISITER RAPIDEMENT ! Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/524d071ab75bcd6a6189c071631d6a10.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/fcf2af2590a9a4fbbca839bbbf04f37a.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/226698723f40cea9e57bfc8857e10a95.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/0446797355a4af339f98118f96c4b9e0.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/101581f07fbf76acf8c7a75f4807edc8.jpg'];['50.6400589', '3.0789418'];20230925;
Sergic;07_0284_02_2109;Lille;792;71;https://www.sergic.com/annonces-immobilieres/location-3-pieces-71-59000-lille-07-0284-02-2109/; Sur le secteur de Lille Fives, au pied des commerces et à 5 minutes à pieds du métro, nous vous proposons de spacieux type 3. Il vous offre une cuisine séparée, un séjour ouvert sur une terrasse de 28 m2, deux chambres avec placards dont une de 14 m2, une salle de bains avec des WC. Un parking n°2261 complète ce bien. Le chauffage est électrique individuel. Eau froide incluse dans les charges. Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['https://www.sergic.com/wp-content/uploads/2023/08/88f6cdad8e21bd8a95ef18e974be2d67.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/9ece85a5a927faad24435e37b6d5c0dd.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/b9af65de10b10ccac251a1e0b1566b46.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/d770a98c707a5558c979feca724fcd77.jpg', 'https://www.sergic.com/wp-content/uploads/2023/08/e54ca9ca4e4aba380a835024fe0a0ed5.jpg'];['50.6322459', '3.0876046'];20230919;
Sergic;07_0728_01_0216;Lille;733;51;https://www.sergic.com/annonces-immobilieres/location-2-pieces-51-59000-lille-07-0728-01-0216/; DANS LE SECTEUR PORTE DE DOUAI – Venez découvrir ce type 2 de 53m², le logement vous offre une entrée avec placards de rangement, une cuisine ouverte, un salon/séjour donnant sur un balcon de 5m², une chambre avec salle de bains attenante. Le logement possède également un emplacement de parking. A visiter rapidement ! Les informations sur les risques auxquels ce bien est exposé sont disponibles sur le site Géorisque : https://www.georisques.gouv.fr ;['/wp-content/themes/sergic/assets/assets_custom/listing-biens/default.png'];['50.6138149', '3.0716149'];20230902;
Ledoux;154427959;LA MADELEINE;712;61;https://www.ledoux.fr/appartement-location-LA-MADELEINE-59-154427959.html; appartement situé à proximité immédiate du tramway, des commerces et axes routiers, comprenant:   une entrée, un double séjour, une chambre, des toilettes, une cuisine, une salle de bains, chauffage au gaz. ;[];;;
Ledoux;154177769;LA MADELEINE;745;62;https://www.ledoux.fr/appartement-location-LA-MADELEINE-59-154177769.html; Un appartement de 60 m² comprenant:   un grand séjour, deux chambres, une cuisine (plan de travail, des meubles bas et haut), des toilettes, une salle de bains. chauffage individuel au gaz   les équipements communs comprennent: l'eau froide, la minutere, l'interphone ;[];;;
Ledoux;152678237;LILLE;763;38;https://www.ledoux.fr/appartement-location-LILLE-59-152678237.html; Grand studio comprenant une pièce principale, lumineuse , une cuisine séparée équipée (plaques et four), une salle de bains avec baignoire et WC.   Les charges comprennent : eau froide, électricité parties communes, entretien parties communes, taxe d'enlèvement des ordures ménagères. Cout état des lieux : 70 euros.   Appartement en parfaite état , offrant une surface de 38.25 m2.   Emplacement idéal , à proximité , des commodités , marchés de Wazemmes , métro , transports en commun ..   Pour plus d'information , n'hésitez pas à nous contacter ! ;[];;;
Ledoux;154097499;LILLE;830;77;https://www.ledoux.fr/appartement-location-LILLE-59-154097499.html; Charmant T3 situé Boulevard Victor Hugo à Lille comprenant un vaste séjour , une cuisine séparée aménagée et équipée , deux chambres et salle de bain avec baignoire et  WC .   Appartement en très bonne état , offrant une surface de 77.77 m2.   Emplacement idéal , calme , proche des commerces et du métro ..   Pour plus d'information , n'hesitez pas à nous contacter ! ;[];;;
Ledoux;155206832;LILLE;754;42;https://www.ledoux.fr/appartement-location-LILLE-59-155206832.html; Un appartement de type T2 au  coeur du Vieux - Lille dans une résidence sécurisée . Cet appartement se situe au 1 er étage , il se compose d'une entrée , un vaste séjour lumineux donnant sur une cuisine ouverte équipée , une chambre ainsi qu'une salle de bain avec baignoire et d'un WC indépendant .   Appartement en bon état ofrrant une surface de 42.11 m2 .   Emplacement idéal à proximité des commodités du quartier Vieux - Lille , des transport en communs ....   Pour plus d'information , n'hésitez pas à nous contacter . ;[];;;
